Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Domestic_Gross, USD_Worldwide_Gross 
587,25-Jul-03,Lara Croft: Tomb Raider: The Cradle of Life," $90,000,000"," $65,653,758"," $157,092,943"
588,27-May-16,Now You See Me 2," $90,000,000"," $65,075,540"," $328,325,007"
589,21-Nov-01,Spy Game," $90,000,000"," $62,362,560"," $143,049,560"
590,4-Apr-97,The Saint," $90,000,000"," $61,363,304"," $169,400,000"
591,10-Mar-00,Mission to Mars," $90,000,000"," $60,874,615"," $106,000,000"
592,6-Mar-18,Tomb Raider," $90,000,000"," $58,250,803"," $273,477,501"
593,17-Dec-99,Bicentennial Man," $90,000,000"," $58,220,776"," $87,420,776"
594,7-Jul-04,King Arthur," $90,000,000"," $51,877,963"," $203,653,524"
595,25-Apr-97,Volcano," $90,000,000"," $47,546,796"," $120,100,000"
596,9-Feb-22,Death on the Nile," $90,000,000"," $45,630,104"," $130,298,184"
597,26-Mar-97,The Devil's Own," $90,000,000"," $42,885,593"," $140,900,000"
598,19-Jul-02,K-19: The Widowmaker," $90,000,000"," $35,168,966"," $65,716,126"
599,19-Aug-11,Conan the Barbarian," $90,000,000"," $21,295,021"," $63,356,133"
600,21-Oct-11,The Three Musketeers," $90,000,000"," $20,377,913"," $139,877,913"
601,21-Apr-17,The Promise," $90,000,000"," $8,224,288"," $10,551,417"
602,24-Nov-10,The Nutcracker in 3D," $90,000,000"," $195,459"," $20,466,016"
603,13-Dec-17,Bright," $90,000,000", $0, $0
604,14-May-21,Army of the Dead," $90,000,000", $0, $0
605,10-May-96,Twister," $88,000,000"," $241,688,385"," $495,700,000"
606,3-Jun-05,Cinderella Man," $88,000,000"," $61,649,911"," $105,021,488"
607,11-Sep-18,The Predator," $88,000,000"," $51,024,708"," $159,487,563"
608,21-Jul-21,Snake Eyes: G.I. Joe Origins," $88,000,000"," $28,264,325"," $34,677,221"
609,8-Jul-05,Fantastic Four," $87,500,000"," $154,696,080"," $333,132,750"
610,9-Feb-01,Hannibal," $87,000,000"," $165,092,266"," $350,100,280"
611,6-Apr-23,Renfield," $86,203,077"," $17,297,895"," $26,874,347"
612,25-Jul-03,Seabiscuit," $86,000,000"," $120,277,854"," $148,715,342"
613,14-Jul-22,Bullet Train," $85,900,000"," $103,368,602"," $238,534,963"
614,14-Aug-20,Project Power," $85,100,000", $0, $0
615,22-Dec-00,Cast Away," $85,000,000"," $233,632,142"," $427,230,516"
616,17-Nov-06,Happy Feet," $85,000,000"," $198,000,317"," $385,000,315"
617,6-Mar-24,Kung Fu Panda 4," $85,000,000"," $193,590,620"," $548,040,835"
618,7-Dec-01,Ocean\'s Eleven," $85,000,000"," $183,417,150"," $450,728,529"
619,23-Jul-04,The Bourne Supremacy," $85,000,000"," $176,087,450"," $311,001,124"
620,25-Jul-97,Air Force One," $85,000,000"," $172,956,409"," $315,268,353"
621,1-Dec-21,Sing 2," $85,000,000"," $162,790,990"," $404,534,588"
622,2-Apr-09,Fast & Furious," $85,000,000"," $155,064,265"," $359,347,833"
623,14-Mar-08,Horton Hears a Who," $85,000,000"," $154,529,439"," $299,477,886"
624,22-Jun-22,Elvis," $85,000,000"," $151,416,153"," $279,938,634"
625,21-Mar-14,Divergent," $85,000,000"," $150,947,895"," $276,014,965"
626,27-Sep-12,Hotel Transylvania," $85,000,000"," $148,313,048"," $377,369,679"
627,3-Apr-19,Shazam!," $85,000,000"," $140,371,656"," $363,563,907"
628,21-Nov-07,Enchanted," $85,000,000"," $127,706,877"," $340,384,141"
629,8-Feb-12,Safe House," $85,000,000"," $126,181,630"," $207,884,401"
630,20-Jul-07,I Now Pronounce You Chuck and Larry," $85,000,000"," $119,725,280"," $185,708,462"
631,8-Jun-07,Ocean\'s Thirteen," $85,000,000"," $117,144,465"," $311,744,465"
632,25-Dec-09,It’s Complicated," $85,000,000"," $112,735,375"," $224,614,744"
633,20-Nov-98,Enemy of the State," $85,000,000"," $111,549,836"," $250,649,836"
634,29-Sep-06,Open Season," $85,000,000"," $85,105,259"," $191,932,158"
635,4-Nov-11,Tower Heist," $85,000,000"," $78,046,570"," $150,422,946"
636,22-Nov-00,102 Dalmatians," $85,000,000"," $66,941,559"," $66,941,559"
637,15-Mar-12,Mirror Mirror," $85,000,000"," $64,935,167"," $173,613,482"
638,8-Dec-06,The Holiday," $85,000,000"," $63,280,000"," $204,920,447"
639,15-Jun-06,The Fast and the Furious: Tokyo Drift," $85,000,000"," $62,615,510"," $157,794,205"
640,9-Dec-05,Memoirs of a Geisha," $85,000,000"," $57,010,853"," $161,510,853"
641,16-Mar-01,Enemy at the Gates," $85,000,000"," $51,396,781"," $96,971,293"
642,18-Jun-93,Last Action Hero," $85,000,000"," $50,016,394"," $137,298,489"
643,26-Sep-03,The Rundown," $85,000,000"," $47,641,743"," $80,831,893"
644,11-Nov-11,Arthur Christmas," $85,000,000"," $46,462,469"," $147,799,400"
645,19-Jan-17,xXx: Return of Xander Cage," $85,000,000"," $44,898,413"," $345,033,359"
646,13-Nov-98,Meet Joe Black," $85,000,000"," $44,650,003"," $44,650,003"
647,30-Jul-10,Cats & Dogs: The Revenge of Kitty Galore," $85,000,000"," $43,585,753"," $113,026,383"
648,8-Feb-02,Collateral Damage," $85,000,000"," $40,048,332"," $78,353,508"
649,15-Mar-02,Showtime," $85,000,000"," $37,948,765"," $78,948,765"
650,30-Jun-95,Judge Dredd," $85,000,000"," $34,687,912"," $113,487,912"
651,2-Mar-07,Zodiac," $85,000,000"," $33,080,084"," $83,027,938"
652,12-Aug-10,Scott Pilgrim vs. The World," $85,000,000"," $32,951,310"," $49,245,842"
653,28-Mar-03,The Core," $85,000,000"," $31,111,260"," $74,120,792"
654,9-May-97,Father's Day," $85,000,000"," $28,681,080"," $35,681,080"
655,11-Dec-17,The Greatest Showman," $84,000,000"," $174,340,174"," $428,796,000"
656,14-Jun-02,Scooby-Doo," $84,000,000"," $153,294,164"," $276,294,164"
657,28-Jul-00,Nutty Professor II: The Klumps," $84,000,000"," $123,307,945"," $166,307,945"
658,19-Jul-13,RED 2," $84,000,000"," $53,262,560"," $141,507,355"
659,23-Jun-06,Click," $82,500,000"," $137,355,633"," $237,685,089"
660,15-Dec-06,Charlotte\'s Web," $82,500,000"," $82,985,708"," $143,985,708"
661,14-Feb-08,Jumper," $82,500,000"," $80,172,128"," $222,640,812"
662,11-Jul-08,Hellboy II: The Golden Army," $82,500,000"," $75,986,503"," $160,388,063"
663,27-May-05,The Longest Yard," $82,000,000"," $158,119,460"," $191,558,505"
664,13-Aug-10,The Expendables," $82,000,000"," $103,068,524"," $268,268,174"
665,5-Feb-20,Birds of Prey (And the Fantabulous Emancipation…," $82,000,000"," $84,158,461"," $201,005,552"
666,1-Jul-21,The Boss Baby: Family Business," $82,000,000"," $57,300,280"," $146,281,732"
667,17-Nov-00,The 6th Day," $82,000,000"," $34,543,701"," $96,024,898"
668,23-May-03,Bruce Almighty," $81,000,000"," $242,704,995"," $484,468,608"
669,8-Mar-12,The Hunger Games," $80,000,000"," $408,010,692"," $677,923,379"
670,16-Jun-22,Minions: The Rise of Gru," $80,000,000"," $370,270,765"," $937,427,564"
671,26-May-11,The Hangover Part II," $80,000,000"," $254,464,305"," $586,764,305"
672,21-May-96,Mission: Impossible," $80,000,000"," $180,981,886"," $457,697,994"
673,2-Feb-17,The Lego Batman Movie," $80,000,000"," $175,750,384"," $310,082,280"
674,23-Sep-15,Hotel Transylvania 2," $80,000,000"," $169,700,110"," $474,800,000"
675,18-Jun-92,Batman Returns," $80,000,000"," $162,833,635"," $266,824,291"
676,24-May-19,The Secret Life of Pets 2," $80,000,000"," $159,214,420"," $446,449,908"
677,7-May-99,The Mummy," $80,000,000"," $157,138,535"," $418,138,535"
678,19-May-06,Over the Hedge," $80,000,000"," $155,019,340"," $343,397,247"
679,21-Jun-02,Lilo & Stitch," $80,000,000"," $145,771,527"," $245,799,997"
680,8-May-98,Deep Impact," $80,000,000"," $140,464,664"," $349,464,664"
681,12-Jul-13,Grown Ups 2," $80,000,000"," $133,668,525"," $247,023,808"
682,14-Dec-11,Alvin and the Chipmunks: Chipwrecked," $80,000,000"," $133,107,389"," $349,088,523"
683,20-Jun-08,Get Smart," $80,000,000"," $130,319,208"," $226,739,416"
684,11-Mar-05,Robots," $80,000,000"," $128,200,012"," $260,636,271"
685,19-Feb-10,Shutter Island," $80,000,000"," $128,012,934"," $299,461,782"
686,12-Dec-03,Something's Gotta Give," $80,000,000"," $124,685,242"," $266,685,242"
687,26-Nov-08,Four Christmases," $80,000,000"," $120,146,040"," $168,311,558"
688,27-Jun-97,Face/Off," $80,000,000"," $112,276,146"," $241,199,984"
689,25-Dec-08,Bedtime Stories," $80,000,000"," $110,101,975"," $221,468,935"
690,14-Aug-24,Alien: Romulus," $80,000,000"," $105,313,091"," $350,865,342"
691,12-Jul-02,Road to Perdition," $80,000,000"," $104,054,514"," $183,354,514"
692,11-Feb-11,Just Go With It," $80,000,000"," $103,028,109"," $214,974,953"
693,14-Feb-03,Daredevil," $80,000,000"," $102,543,518"," $182,782,518"
694,26-Sep-08,Eagle Eye," $80,000,000"," $101,440,743"," $180,585,259"
695,6-Jun-97,Con Air," $80,000,000"," $101,117,573"," $224,117,573"
696,17-Dec-10,Yogi Bear," $80,000,000"," $100,246,011"," $204,774,690"
697,25-Dec-03,Cold Mountain," $80,000,000"," $95,632,614"," $165,173,909"
698,15-Jan-10,The Book of Eli," $80,000,000"," $94,835,059"," $158,750,817"
699,26-Nov-97,Flubber," $80,000,000"," $92,993,801"," $177,993,801"
700,23-Jul-99,The Haunting," $80,000,000"," $91,188,905"," $180,188,905"
701,15-Nov-96,Space Jam," $80,000,000"," $90,463,534"," $250,180,384"
702,17-Oct-14,Fury," $80,000,000"," $85,817,906"," $210,315,681"
703,21-Sep-18,Smallfoot," $80,000,000"," $83,240,103"," $214,244,195"
704,10-Feb-06,The Pink Panther," $80,000,000"," $82,226,474"," $158,926,474"
705,8-Jul-11,Zookeeper," $80,000,000"," $80,360,866"," $170,805,525"
706,12-Dec-08,The Day the Earth Stood Still," $80,000,000"," $79,366,978"," $237,370,350"
707,8-Aug-97,Conspiracy Theory," $80,000,000"," $76,118,990"," $142,783,718"
708,12-Jun-98,"Six Days, Seven Nights"," $80,000,000"," $74,339,294"," $164,800,000"
709,24-May-02,Spirit: Stallion of the Cimarron," $80,000,000"," $73,215,310"," $106,515,310"
710,8-Jun-01,Swordfish," $80,000,000"," $69,772,969"," $147,080,413"
711,3-Apr-98,Lost In Space," $80,000,000"," $69,117,629"," $136,047,317"
712,30-Jul-04,The Manchurian Candidate," $80,000,000"," $65,948,711"," $96,135,872"
713,22-Nov-06,Déjà Vu," $80,000,000"," $64,038,616"," $181,038,616"
714,24-Jun-05,Bewitched," $80,000,000"," $63,313,159"," $131,159,306"
715,31-Dec-99,Fantasia 2000," $80,000,000"," $60,507,228"," $60,518,248"
716,22-Dec-06,The Good Shepherd," $80,000,000"," $59,908,565"," $100,378,271"
717,8-Mar-02,The Time Machine," $80,000,000"," $56,684,819"," $98,983,590"
718,2-Oct-98,What Dreams May Come," $80,000,000"," $55,485,043"," $71,485,043"
719,25-Dec-98,Mighty Joe Young," $80,000,000"," $50,632,037"," $50,632,037"
720,19-Sep-19,Ad Astra," $80,000,000"," $50,188,370"," $135,406,280"
721,28-Oct-05,The Legend of Zorro," $80,000,000"," $45,575,336"," $141,475,336"
722,14-Feb-24,Madame Web," $80,000,000"," $43,817,106"," $100,298,817"
723,27-Sep-23,The Creator," $80,000,000"," $40,774,679"," $104,272,136"
724,10-Nov-00,Little Nicky," $80,000,000"," $39,442,871"," $58,270,391"
725,25-Sep-09,Surrogates," $80,000,000"," $38,577,772"," $119,668,350"
726,8-Jun-01,Evolution," $80,000,000"," $38,311,134"," $98,341,932"
727,26-Aug-05,The Brothers Grimm," $80,000,000"," $37,899,638"," $105,299,638"
728,13-Dec-96,Mars Attacks!," $80,000,000"," $37,771,017"," $101,371,017"
729,14-Apr-06,The Wild," $80,000,000"," $37,384,046"," $99,010,667"
730,20-Dec-13,Walking with Dinosaurs," $80,000,000"," $36,076,121"," $123,368,842"
731,22-Dec-00,Thirteen Days," $80,000,000"," $34,566,746"," $66,554,547"
732,6-Dec-96,Daylight," $80,000,000"," $32,908,290"," $158,908,290"
733,21-Oct-15,The Last Witch Hunter," $80,000,000"," $27,367,660"," $130,818,912"
734,21-Feb-14,Pompeii," $80,000,000"," $23,169,033"," $108,469,033"
735,12-May-00,Battlefield Earth: A Saga of the Year 3000," $80,000,000"," $21,471,685"," $29,725,663"
736,14-Nov-03,Looney Tunes: Back in Action," $80,000,000"," $20,950,820"," $54,540,662"
737,18-Dec-09,Nine," $80,000,000"," $19,676,965"," $56,984,219"
738,26-Nov-03,Timeline," $80,000,000"," $19,480,739"," $26,703,184"
739,22-Apr-10,Oceans," $80,000,000"," $19,422,319"," $86,787,530"
740,25-Nov-98,Babe: Pig in the City," $80,000,000"," $18,319,860"," $69,131,860"
741,25-Dec-97,The Postman," $80,000,000"," $17,650,704"," $20,841,123"
742,10-Nov-00,Red Planet," $80,000,000"," $17,480,890"," $33,463,969"
743,12-Jan-07,Arthur et les Minimoys," $80,000,000"," $15,132,763"," $113,325,743"
744,17-Aug-07,The Invasion," $80,000,000"," $15,074,191"," $40,147,042"
745,6-Oct-22,Amsterdam," $80,000,000"," $14,947,969"," $29,400,826"
746,2-Sep-05,A Sound of Thunder," $80,000,000"," $1,900,451"," $6,300,451"
747,1-Nov-19,The Aeronauts," $80,000,000", $0," $6,628,721"
748,15-Jun-94,The Lion King," $79,300,000"," $423,981,226"," $988,389,726"
749,19-Jan-12,Journey 2: The Mysterious Island," $79,000,000"," $103,860,290"," $318,146,162"
750,11-Nov-11,Jack and Jill," $79,000,000"," $74,158,157"," $150,519,217"
751,21-Dec-01,A Beautiful Mind," $78,000,000"," $170,708,996"," $317,668,058"
752,13-Sep-24,The Wild Robot," $78,000,000"," $142,485,000"," $321,255,625"
753,26-Sep-13,Cloudy with a Chance of Meatballs 2," $78,000,000"," $119,793,567"," $274,392,649"
754,4-Oct-02,Red Dragon," $78,000,000"," $92,955,420"," $206,455,420"
755,5-Mar-04,Hidalgo," $78,000,000"," $67,286,731"," $108,086,731"
756,11-Jul-03,The League of Extraordinary Gentlemen," $78,000,000"," $66,465,204"," $179,265,204"
757,20-Aug-04,Exorcist: The Beginning," $78,000,000"," $41,814,863"," $43,957,541"
758,17-Oct-12,Astérix et Obélix: Au service de Sa Majesté ," $77,600,000", $0," $60,680,125"
759,29-Jul-15,The Little Prince," $77,500,000"," $1,311,213"," $102,027,275"
760,1-Sep-17,Renegades," $77,500,000", $0," $1,521,672"
761,18-Jul-18,The Equalizer 2," $77,000,000"," $102,084,362"," $190,376,181"
762,26-Jun-13,Despicable Me 2," $76,000,000"," $368,065,385"," $975,216,835"
763,6-Jun-03,2 Fast 2 Furious," $76,000,000"," $127,120,058"," $236,410,607"
764,25-Dec-06,Children of Men," $76,000,000"," $35,552,383"," $69,845,011"
765,30-Jun-00,The Adventures of Rocky & Bullwinkle," $76,000,000"," $26,000,610"," $35,129,610"
766,8-May-16,The Secret Life of Pets," $75,000,000"," $369,094,830"," $886,013,000"
767,2-Jul-96,Independence Day," $75,000,000"," $306,169,255"," $817,400,878"
768,7-Nov-18,Dr. Seuss’ The Grinch," $75,000,000"," $272,699,130"," $514,873,747"
769,24-Nov-16,Sing," $75,000,000"," $270,329,045"," $631,064,182"
770,14-Jun-17,Despicable Me 3," $75,000,000"," $264,624,300"," $1,032,809,657"
771,22-May-97,The Lost World: Jurassic Park," $75,000,000"," $229,086,679"," $618,638,999"
772,31-Mar-06,Ice Age: The Meltdown," $75,000,000"," $195,330,621"," $651,899,282"
773,27-May-05,Madagascar," $75,000,000"," $193,595,521"," $556,559,566"
774,15-May-19,John Wick: Chapter 3 — Parabellum," $75,000,000"," $171,016,727"," $326,685,379"
775,25-Jun-10,Grown Ups," $75,000,000"," $162,001,186"," $272,222,420"
776,20-Sep-04,Shark Tale," $75,000,000"," $161,412,000"," $371,741,123"
777,14-Jul-00,X-Men," $75,000,000"," $157,299,717"," $296,872,367"
778,1-Mar-23,Creed III," $75,000,000"," $156,248,615"," $274,448,615"
779,27-Jun-08,Wanted," $75,000,000"," $134,508,551"," $342,416,460"
780,7-Jun-96,The Rock," $75,000,000"," $134,069,511"," $336,069,511"
781,18-Nov-21,Ghostbusters: Afterlife," $75,000,000"," $129,360,575"," $203,540,177"
782,13-Feb-04,50 First Dates," $75,000,000"," $120,776,832"," $196,320,329"
783,18-Jul-18,Mamma Mia: Here We Go Again!," $75,000,000"," $120,634,935"," $393,439,007"
784,20-Jul-07,Hairspray," $75,000,000"," $118,871,849"," $202,822,861"
785,31-May-13,Now You See Me," $75,000,000"," $117,723,989"," $342,769,200"
786,15-Dec-06,Dreamgirls," $75,000,000"," $103,365,956"," $155,620,350"
787,3-Aug-18,Christopher Robin," $75,000,000"," $99,215,042"," $197,744,377"
788,23-Jul-99,Inspector Gadget," $75,000,000"," $97,387,965"," $97,387,965"
789,11-Nov-11,Immortals," $75,000,000"," $83,504,017"," $211,562,435"
790,18-Jun-04,The Terminal," $75,000,000"," $77,073,959"," $218,673,959"
791,18-Feb-05,Constantine," $75,000,000"," $75,976,178"," $221,593,554"
792,30-Mar-22,Morbius," $75,000,000"," $73,865,530"," $162,759,437"
793,21-Jul-06,Monster House," $75,000,000"," $73,661,010"," $141,267,370"
794,8-Dec-00,Vertical Limit," $75,000,000"," $68,473,360"," $213,500,000"
795,21-Dec-07,Charlie Wilson’s War," $75,000,000"," $66,661,095"," $119,512,771"
796,16-Apr-99,Life," $75,000,000"," $64,062,587"," $73,521,587"
797,19-Sep-19,Abominable," $75,000,000"," $60,761,390"," $188,668,889"
798,11-Sep-24,Transformers One," $75,000,000"," $59,054,170"," $128,515,817"
799,4-Mar-05,Be Cool," $75,000,000"," $55,849,401"," $94,944,017"
800,24-Nov-21,House of Gucci," $75,000,000"," $53,809,574"," $147,474,138"
801,23-Dec-05,Munich," $75,000,000"," $47,379,090"," $131,492,772"
802,4-Jun-10,Killers," $75,000,000"," $47,059,963"," $95,572,749"
803,12-Aug-15,The Man From U.N.C.L.E.," $75,000,000"," $45,445,109"," $108,517,735"
804,7-Mar-03,Tears of the Sun," $75,000,000"," $43,632,458"," $85,632,458"
805,21-Jul-06,Lady in the Water," $75,000,000"," $42,285,169"," $72,785,169"
806,17-Dec-04,Spanglish," $75,000,000"," $42,044,321"," $54,344,321"
807,12-Oct-01,Bandits," $75,000,000"," $41,523,271"," $71,523,271"
808,17-Dec-99,Anna and the King," $75,000,000"," $39,251,128"," $39,251,128"
809,7-Jul-95,First Knight," $75,000,000"," $37,361,412"," $127,361,412"
810,25-Mar-11,Sucker Punch," $75,000,000"," $36,392,502"," $89,758,389"
811,11-Mar-05,Hostage," $75,000,000"," $34,636,443"," $77,636,443"
812,5-Oct-16,Inferno," $75,000,000"," $34,343,574"," $219,519,367"
813,13-Jun-03,Hollywood Homicide," $75,000,000"," $30,207,785"," $50,409,753"
814,16-Jun-00,Titan A.E.," $75,000,000"," $22,751,979"," $36,751,979"
815,17-Dec-04,Flight of the Phoenix," $75,000,000"," $21,009,180"," $34,009,180"
816,23-Oct-98,Soldier," $75,000,000"," $14,623,082"," $14,623,082"
817,6-Jan-22,The 355," $75,000,000"," $14,570,455"," $18,902,798"
818,15-Jan-99,Virus," $75,000,000"," $14,010,690"," $30,626,690"
819,27-Sep-24,Devara Part 1," $75,000,000"," $5,600,000"," $33,398,822"
820,23-Feb-01,Monkeybone," $75,000,000"," $5,409,517"," $5,409,517"
821,7-Aug-19,PLAYMOBIL," $75,000,000"," $1,115,008"," $16,288,031"
822,8-Dec-21,Don’t Look Up," $75,000,000", $0," $762,858"
823,24-Jun-22,The Man From Toronto," $75,000,000", $0," $470,000"
824,17-Jun-15,Minions," $74,000,000"," $336,045,770"," $1,157,271,759"
825,28-Jan-15,The SpongeBob Movie: Sponge Out of Water," $74,000,000"," $162,994,032"," $311,013,181"
826,24-Mar-22,The Lost City," $74,000,000"," $105,344,029"," $192,327,444"
827,22-Nov-00,Unbreakable," $73,243,106"," $94,999,143"," $248,099,143"
828,4-Aug-06,Talladega Nights: The Ballad of Ricky Bobby," $73,000,000"," $148,213,377"," $162,870,525"
829,11-May-16,The Angry Birds Movie," $73,000,000"," $107,509,366"," $352,288,341"
830,7-Aug-98,Snake Eyes," $73,000,000"," $55,591,409"," $103,891,409"
831,13-Feb-98,Sphere," $73,000,000"," $37,068,294"," $50,168,294"
832,26-Jul-07,The Simpsons Movie," $72,500,000"," $183,135,014"," $527,071,022"
833,8-Feb-08,Fool’s Gold," $72,500,000"," $70,231,041"," $109,362,966"
834,31-Jul-09,Funny People," $72,500,000"," $51,855,045"," $71,880,305"
835,28-Sep-07,The Kingdom," $72,500,000"," $47,467,250"," $86,802,457"
836,6-Dec-23,Migration," $72,000,000"," $127,306,285"," $299,026,066"
837,22-Jun-01,Dr. Dolittle 2," $72,000,000"," $112,950,721"," $176,101,721"
838,24-May-95,Braveheart," $72,000,000"," $75,545,647"," $209,045,244"
839,4-Nov-05,Jarhead," $72,000,000"," $62,647,540"," $96,947,540"
840,27-Apr-01,Driven," $72,000,000"," $32,616,869"," $54,616,869"
841,21-Dec-01,The Majestic," $72,000,000"," $27,796,042"," $37,306,334"
842,25-Jun-04,Two Brothers," $72,000,000"," $19,176,754"," $62,176,754"
843,30-Jul-04,The Village," $71,682,975"," $114,197,520"," $257,641,634"
844,26-Jun-98,Doctor Dolittle," $71,500,000"," $144,156,605"," $294,156,605"
845,2-Aug-02,Signs," $70,702,619"," $227,969,295"," $408,250,578"
846,19-May-04,Shrek 2," $70,000,000"," $441,426,807"," $935,454,538"
847,1-May-06,Cars," $70,000,000"," $244,082,982"," $461,630,558"
848,23-Dec-09,Alvin and the Chipmunks: The Squeakquel," $70,000,000"," $219,614,612"," $443,483,213"
849,4-Sep-19,It: Chapter Two," $70,000,000"," $211,593,228"," $467,561,586"
850,22-Jun-88,Who Framed Roger Rabbit?," $70,000,000"," $154,112,492"," $351,500,000"
851,30-Jul-99,Runaway Bride," $70,000,000"," $152,257,509"," $310,138,178"
852,9-Aug-02,xXx," $70,000,000"," $141,930,000"," $267,200,000"
853,8-Jun-18,Ocean’s 8," $70,000,000"," $140,218,711"," $297,718,711"
854,8-Nov-96,Ransom," $70,000,000"," $136,492,681"," $308,700,000"
855,21-Aug-09,Inglourious Basterds," $70,000,000"," $120,774,594"," $316,802,281"
856,11-Dec-91,Hook," $70,000,000"," $119,654,823"," $300,854,823"
857,2-Aug-23,Teenage Mutant Ninja Turtles: Mutant Mayhem," $70,000,000"," $118,700,272"," $180,329,865"
858,3-Jul-90,Die Hard 2," $70,000,000"," $117,323,878"," $239,813,888"
859,8-Aug-03,S.W.A.T.," $70,000,000"," $116,877,597"," $207,154,748"
860,10-Nov-17,Daddy’s Home 2," $70,000,000"," $104,029,443"," $175,807,183"
861,19-Nov-99,Sleepy Hollow," $70,000,000"," $101,068,340"," $207,068,340"
862,14-Dec-01,Vanilla Sky," $70,000,000"," $100,614,858"," $202,726,605"
863,13-Jun-97,Hercules," $70,000,000"," $99,112,101"," $250,700,000"
864,20-Mar-13,Olympus Has Fallen," $70,000,000"," $98,927,592"," $172,836,993"
865,17-Mar-22,The Bad Guys," $70,000,000"," $97,459,240"," $250,901,649"
866,11-Mar-11,Battle: Los Angeles," $70,000,000"," $83,552,429"," $213,463,976"
867,13-Aug-04,AVP: Alien Vs. Predator," $70,000,000"," $80,281,096"," $172,543,519"
868,25-Dec-11,War Horse," $70,000,000"," $79,883,359"," $156,815,529"
869,1-Mar-02,We Were Soldiers," $70,000,000"," $78,120,196"," $114,658,262"
870,7-Feb-14,The Monuments Men," $70,000,000"," $78,031,620"," $158,702,748"
871,22-Sep-16,Storks," $70,000,000"," $72,679,278"," $183,353,431"
872,11-Dec-98,Star Trek: Insurrection," $70,000,000"," $70,187,658"," $117,800,000"
873,10-Dec-03,Big Fish," $70,000,000"," $66,432,867"," $123,954,323"
874,17-Jun-94,Wolf," $70,000,000"," $65,011,757"," $131,011,757"
875,20-Jan-12,Underworld: Awakening," $70,000,000"," $62,321,039"," $160,379,930"
876,15-Sep-17,The Lego Ninjago Movie," $70,000,000"," $59,281,555"," $122,737,201"
877,1-Oct-14,Dracula Untold," $70,000,000"," $55,991,880"," $220,241,723"
878,29-Sep-06,The Guardian," $70,000,000"," $55,011,732"," $94,973,540"
879,9-Aug-89,The Abyss," $70,000,000"," $54,763,229"," $54,793,434"
880,24-Sep-10,Wall Street 2: Money Never Sleeps," $70,000,000"," $52,474,616"," $137,431,619"
881,14-Jan-11,The Dilemma," $70,000,000"," $48,475,290"," $70,546,865"
882,25-Dec-05,Rumor Has It," $70,000,000"," $42,996,140"," $88,933,562"
883,6-Nov-98,The Siege," $70,000,000"," $40,934,175"," $116,625,798"
884,10-Aug-07,Stardust," $70,000,000"," $38,634,938"," $137,022,245"
885,13-Jun-12,Rock of Ages," $70,000,000"," $38,518,613"," $61,031,932"
886,11-Jun-21,The Hitman’s Wife’s Bodyguard," $70,000,000"," $38,014,727"," $67,387,455"
887,8-Oct-97,Seven Years in Tibet," $70,000,000"," $37,945,884"," $131,445,884"
888,17-Sep-04,Sky Captain and the World of Tomorrow," $70,000,000"," $37,760,080"," $49,730,854"
889,14-Sep-07,The Brave One," $70,000,000"," $36,793,804"," $69,792,704"
890,1-Nov-02,I Spy," $70,000,000"," $33,561,137"," $60,279,822"
891,7-Jun-02,Bad Company," $70,000,000"," $30,157,016"," $69,157,016"
892,21-Oct-05,Doom," $70,000,000"," $28,212,337"," $58,757,178"
893,27-Jan-16,The Finest Hours," $70,000,000"," $27,569,558"," $49,252,761"
894,10-Oct-13,Escape Plan," $70,000,000"," $25,135,965"," $103,735,965"
895,23-Sep-11,Killer Elite," $70,000,000"," $25,124,986"," $65,409,046"
896,16-Jan-98,Hard Rain," $70,000,000"," $19,870,567"," $19,870,567"
897,15-Feb-02,Hart's War," $70,000,000"," $19,076,815"," $33,076,815"
898,8-Feb-02,Rollerball," $70,000,000"," $18,990,542"," $25,852,508"
899,10-Jan-14,The Legend of Hercules," $70,000,000"," $18,848,538"," $58,953,319"
900,27-Apr-07,Next," $70,000,000"," $18,211,013"," $73,591,50"
901,28-Jun-23,"Ruby Gillman, Teenage Kraken"," $70,000,000"," $15,753,600"," $46,247,409"
902,20-Sep-02,Ballistic: Ecks vs. Sever," $70,000,000"," $14,294,842"," $14,294,842"
903,10-Aug-01,Osmosis Jones," $70,000,000"," $13,596,911"," $13,596,911"
904,9-May-14,Legends of Oz: Dorothy’s Return," $70,000,000"," $8,462,347"," $20,107,933"
905,16-Jan-15,Blackhat," $70,000,000"," $8,005,980"," $19,665,004"
906,31-Mar-06,Basic Instinct 2," $70,000,000"," $5,946,136"," $35,417,162"
907,28-May-10,Agora," $70,000,000"," $619,423"," $38,992,292"
908,10-Jul-20,The Old Guard," $70,000,000", $0, $0
909,Unknown,b," $70,000,000", $0, $0
910,Unknown,Marty Supreme," $70,000,000", $0, $0
911,9-Jul-10,Despicable Me," $69,000,000"," $252,756,705"," $544,707,293"
912,30-Jul-10,Dinner for Schmucks," $69,000,000"," $73,026,337"," $86,796,502"
913,28-Feb-18,Red Sparrow," $69,000,000"," $46,874,505"," $145,951,861"
914,30-Jun-10,The Twilight Saga: Eclipse," $68,000,000"," $300,531,751"," $706,101,755"
915,21-Jul-22,Nope," $68,000,000"," $123,277,080"," $172,039,087"
916,31-May-02,The Sum of All Fears," $68,000,000"," $118,471,320"," $193,500,000"
