subscriber_id,visits_per_month,visits_per_week,total_visits_quarter,visit_trend_3mo,days_since_last_visit,app_opens_per_month,avg_extra_spend,tenure_months,loyalty_points,visited_cancel_page,distance_from_campus_km,signup_day_of_week,birthday_month,has_profile_photo,phone_os_ios,newsletter_opt_in,referral_count,avg_visit_hour,preferred_cup_size,app_crashes_logged,num_payment_methods,profile_completeness_pct,survey_responses_sent,campus_zone_code,renewed
BM2698,13,3.14,40,-1.29,6,24,6.19,2,77,1,3.34,4,7,1,1,0,0,5.3,1,0,3,74,1,3,0
BM2319,13,3.01,38,-2.69,1,23,6.52,3,141,0,5.3,5,7,0,0,1,1,13.3,3,1,3,83,0,1,1
BM2581,4,0.99,10,0.85,4,1,2.73,5,53,1,3.4,3,4,0,0,0,0,14.5,2,2,1,70,2,5,0
BM2510,6,1.41,16,1.19,30,18,13.06,2,52,0,3.4,6,11,1,1,0,1,15.3,2,0,3,72,0,3,1
BM2098,5,1.31,14,0.43,4,16,4.44,6,28,0,0.6,5,12,1,1,0,0,14.2,2,0,1,43,0,2,1
BM2715,14,3.17,40,5.29,3,20,5.86,8,115,0,2.27,6,7,0,1,0,0,11.3,3,2,3,100,1,4,1
BM2348,3,0.55,11,-4.43,14,19,2.88,6,93,0,2.28,1,3,1,0,0,0,9.2,1,2,3,63,2,3,1
BM2526,4,0.98,12,-1.08,5,5,3.28,11,43,1,2.69,4,1,0,0,1,0,15.7,3,0,1,100,6,3,0
BM2094,17,3.69,55,2.95,16,35,3.4,4,200,0,1.39,2,10,1,1,0,1,16.6,3,1,1,83,2,2,1
BM2031,25,5.8,75,1.06,13,44,4.42,4,206,0,3.52,1,11,1,0,0,1,19.7,1,1,2,68,2,1,1
BM2697,7,1.69,22,1.17,5,19,3.18,2,7,0,1.72,3,6,1,0,0,1,13.1,1,0,3,78,3,2,1
BM2333,7,1.63,19,-3.76,6,24,7.05,16,73,0,4.45,5,5,1,0,1,0,9.4,3,1,3,53,2,4,1
BM2551,14,3.25,40,0.24,26,31,4.95,2,124,0,2.99,0,9,1,1,1,0,9.7,3,0,1,81,5,5,1
BM2455,13,2.76,38,0.76,25,18,7.55,1,164,1,1.53,0,6,0,0,1,2,9.6,2,0,2,61,1,4,0
BM2175,7,1.51,21,0.19,6,10,4.92,2,72,1,1.53,0,1,0,0,1,0,11.1,3,1,2,90,3,2,0
BM2592,20,4.67,61,-3.78,4,37,8.22,1,195,0,1.69,4,2,1,1,1,0,12.5,2,2,2,55,0,2,1
BM2467,12,2.76,35,-3.69,2,10,7.93,10,82,0,1.63,2,11,1,1,1,0,5.3,1,1,1,48,1,4,1
BM2281,13,3.0,41,-2.73,8,25,8.41,2,160,0,1.22,5,2,0,0,1,1,12.4,1,1,3,72,3,4,1
BM2500,6,1.35,21,0.82,15,26,1.47,2,92,1,0.83,0,6,0,0,1,0,10.6,3,2,1,38,0,4,0
BM2106,10,2.48,31,0.3,9,22,9.63,5,113,0,1.81,5,3,1,1,1,1,15.8,2,1,3,76,0,4,1
BM2752,11,2.65,31,-6.58,26,22,4.68,3,114,0,1.22,2,5,1,1,0,1,10.8,2,2,2,95,3,1,0
BM2444,13,3.07,39,-2.98,13,21,2.1,1,71,0,3.59,2,8,1,1,0,0,14.4,1,0,3,84,1,1,1
BM2436,10,2.32,29,-2.39,24,27,9.15,2,129,0,1.67,6,5,0,1,1,1,10.9,1,1,3,36,1,2,1
BM2251,6,1.31,16,-0.27,13,17,1.76,5,10,0,0.45,2,9,1,0,1,0,15.2,3,0,3,42,0,5,0
BM2377,5,1.2,14,1.66,8,19,1.25,3,49,0,2.61,4,3,1,1,1,0,14.8,2,1,2,67,3,2,1
BM2748,7,1.55,23,2.5,7,9,5.3,1,43,1,2.13,1,8,0,1,1,1,16.6,3,1,2,100,1,1,0
BM2378,13,3.01,37,4.59,2,27,2.97,4,11,0,0.37,6,9,1,0,0,0,10.0,3,0,3,76,1,5,1
BM2389,7,1.72,24,-2.69,19,16,6.97,11,112,1,4.31,4,10,1,0,1,0,9.4,2,0,1,46,1,2,0
BM2533,19,4.14,56,-1.37,8,34,4.94,3,137,0,0.7,0,4,1,1,0,0,13.8,2,1,2,67,1,4,1
BM2008,15,3.5,45,2.05,5,24,3.42,1,154,0,4.4,5,8,1,0,0,0,17.0,3,2,2,39,2,4,1
BM2327,8,1.91,23,-2.98,26,19,4.08,1,66,1,3.66,4,6,0,0,0,0,14.9,1,1,1,86,2,4,0
BM2235,13,3.12,35,-2.27,7,29,4.0,16,109,0,0.72,2,12,1,1,1,1,16.8,1,0,2,70,2,1,1
BM2502,28,6.41,85,4.6,4,42,10.4,3,140,0,3.63,6,1,1,1,1,0,13.0,1,1,1,71,1,2,1
BM2780,7,1.45,18,-0.35,38,13,6.9,4,16,0,0.96,0,11,0,0,0,0,9.8,2,0,1,58,3,2,1
BM2667,13,2.99,42,-2.68,0,32,7.28,6,57,1,2.89,3,6,0,0,0,0,8.5,3,0,2,85,0,5,0
BM2638,6,1.38,17,1.01,3,19,3.13,6,54,0,3.26,2,2,0,0,0,0,11.3,2,0,1,82,1,5,0
BM2781,4,0.73,15,0.42,16,6,9.48,4,13,1,3.92,1,4,1,1,0,0,11.3,2,0,1,41,1,4,0
BM2457,11,2.37,32,0.52,14,30,3.35,2,76,1,3.43,0,5,1,1,0,0,12.5,1,3,3,51,1,1,0
BM2209,2,0.52,6,3.23,1,2,3.8,1,18,0,0.65,5,8,0,1,0,0,13.9,1,0,2,55,1,5,1
BM2633,14,3.2,43,-0.65,2,17,7.01,9,159,0,1.86,0,11,0,1,1,1,11.6,3,1,2,72,2,3,1
BM2564,13,3.16,36,0.26,1,22,12.52,2,83,0,0.62,6,12,1,0,0,0,18.6,2,0,3,55,2,5,1
BM2213,10,2.35,32,-0.89,3,25,13.28,3,100,0,2.94,4,7,1,0,0,0,11.6,1,0,1,79,2,4,1
BM2482,19,4.52,56,3.6,0,35,10.35,3,135,0,3.49,2,10,1,0,1,0,16.8,3,1,3,42,3,4,1
BM2445,7,1.49,23,-0.49,7,7,5.26,2,53,1,4.45,0,10,0,0,1,0,13.5,3,0,2,70,1,4,0
BM2524,7,1.62,20,-2.32,2,17,8.24,1,54,0,7.65,2,2,0,0,0,2,15.5,3,3,2,68,2,1,1
BM2101,30,6.73,90,-0.27,1,57,10.06,7,263,0,0.76,4,6,1,0,0,1,10.9,2,1,3,48,1,2,1
BM2310,18,4.17,51,0.06,10,39,6.36,6,166,0,0.4,1,6,1,1,0,0,10.0,1,1,2,79,2,2,1
BM2422,24,5.52,70,-1.26,14,39,9.29,1,309,0,1.91,6,7,0,0,0,0,8.5,3,0,1,65,0,2,1
BM2584,6,1.43,15,-0.91,14,6,3.75,2,28,1,2.7,1,1,1,1,0,1,17.8,2,2,2,68,1,1,0
BM2055,11,2.52,32,1.71,1,15,4.01,2,92,0,0.79,5,9,1,1,1,0,16.0,3,1,3,54,4,3,1
BM2421,9,2.03,29,0.87,11,18,7.07,4,55,0,3.11,0,7,1,0,1,2,13.2,1,0,3,85,2,4,1
BM2068,9,2.11,25,0.23,4,13,3.5,7,141,0,3.26,0,10,0,0,1,0,9.4,2,0,1,66,1,1,0
BM2041,7,1.66,20,0.39,11,24,6.11,5,17,0,5.16,5,7,1,0,1,0,9.8,1,0,1,62,0,4,1
BM2085,30,7.15,91,-3.52,9,54,6.2,2,202,0,2.07,6,9,0,1,0,1,11.6,1,2,2,58,3,5,1
BM2771,21,4.84,63,0.95,12,45,7.95,4,147,0,2.89,5,11,0,0,0,1,10.0,1,0,2,79,0,4,1
BM2400,2,0.45,7,-1.4,54,12,6.6,5,0,1,2.3,4,4,1,0,1,2,8.8,2,1,3,72,1,1,0
BM2571,10,2.39,30,-1.79,14,22,4.83,1,103,0,1.16,2,7,1,0,0,0,12.0,3,0,3,73,2,1,1
BM2528,6,1.54,16,-1.24,6,12,6.01,2,50,0,2.55,3,1,0,1,0,0,8.8,3,0,2,55,5,5,1
BM2427,10,2.18,33,-0.73,9,15,6.75,8,67,0,6.84,1,6,1,1,1,0,11.6,2,3,3,61,2,1,1
BM2429,12,2.69,36,1.56,7,20,2.98,3,66,0,3.84,6,10,1,0,0,0,10.2,3,0,2,90,2,3,1
BM2417,15,3.58,42,-1.54,3,28,3.83,5,118,0,2.23,0,5,1,0,0,0,15.5,2,1,2,95,2,2,1
BM2587,17,3.9,52,2.17,12,34,9.48,7,81,0,0.73,3,7,1,1,1,1,10.9,1,1,3,89,1,4,1
BM2134,12,2.72,38,-0.27,6,25,6.76,3,83,0,4.73,5,1,1,0,1,1,14.4,1,1,2,52,3,3,1
BM2196,8,1.81,23,-0.3,44,18,2.67,3,59,0,6.51,0,10,1,1,1,1,12.6,2,0,3,52,2,4,1
BM2662,8,1.67,21,1.41,1,8,1.87,1,79,0,0.15,5,7,1,1,0,0,13.3,1,0,3,81,2,5,1
BM2216,4,0.93,12,-0.33,8,12,6.77,3,48,0,0.83,6,7,1,1,0,1,11.8,3,1,3,67,3,1,1
BM2284,16,3.74,47,-0.56,1,30,4.79,4,131,1,0.77,1,4,0,0,1,0,16.7,2,0,3,99,3,2,1
BM2147,4,1.03,12,-5.32,5,12,3.35,3,73,1,0.46,4,2,1,1,1,0,13.9,3,0,3,78,0,3,0
BM2494,13,2.83,37,1.76,1,30,4.07,5,107,0,4.04,0,4,1,1,1,0,12.3,3,1,3,78,2,2,1
BM2466,9,2.07,25,-4.18,15,15,1.89,3,100,0,0.77,0,8,1,0,1,0,10.4,1,2,3,69,0,3,0
BM2111,9,1.95,28,3.65,6,15,8.91,5,63,0,2.72,0,12,1,0,1,0,7.7,3,0,3,70,1,3,1
BM2652,7,1.48,22,0.65,8,13,2.07,1,51,0,1.85,5,8,0,0,0,0,11.7,3,0,3,24,2,3,1
BM2696,15,3.32,45,1.42,6,25,6.97,7,64,0,1.5,0,8,0,1,0,1,13.8,3,1,1,75,1,5,1
BM2154,7,1.78,20,0.18,30,20,2.65,5,74,1,3.62,3,6,0,1,1,1,10.6,1,1,1,52,2,4,0
BM2663,10,2.13,28,-1.9,25,25,6.19,6,103,0,4.66,2,8,0,0,0,0,15.8,2,0,2,62,2,5,1
BM2305,10,2.18,31,-5.47,1,22,4.58,7,109,0,0.37,3,1,0,1,0,0,14.2,2,1,2,67,4,3,1
BM2718,8,1.65,19,-0.04,20,14,7.38,4,42,0,0.29,2,9,1,1,1,0,24.2,2,2,3,100,1,3,0
BM2336,13,2.79,39,1.38,8,15,7.25,9,78,0,1.19,3,11,1,0,0,0,19.2,3,0,3,66,2,3,1
BM2211,5,1.22,16,0.35,17,9,6.96,4,19,1,5.09,5,11,1,0,0,1,12.1,3,0,2,66,3,5,0
BM2267,18,4.37,51,-0.5,1,26,3.09,2,161,0,4.63,6,1,0,0,0,0,9.3,2,0,2,54,2,5,1
BM2290,3,0.58,9,0.54,1,4,3.08,3,35,0,2.17,2,8,0,0,1,0,16.1,1,0,1,59,1,4,1
BM2388,17,3.97,49,-1.94,1,39,5.62,5,50,1,4.44,1,2,0,1,0,1,14.4,1,0,3,76,2,2,1
BM2359,12,2.76,33,-0.16,2,22,3.54,6,152,0,3.21,6,10,1,1,0,1,12.7,2,1,1,94,0,2,1
BM2406,20,4.56,63,-2.55,2,30,5.97,2,136,0,6.19,1,6,0,0,0,1,12.5,3,1,2,31,0,1,1
BM2364,19,4.54,59,-0.69,9,31,3.95,2,145,0,1.26,4,8,1,1,0,0,12.5,3,0,2,100,1,2,1
BM2012,5,0.98,15,-1.16,28,20,12.13,4,37,0,0.33,4,4,0,0,1,0,13.8,1,0,1,56,0,5,1
BM2062,13,3.21,40,2.81,19,23,3.72,5,117,0,2.68,6,6,1,1,1,1,13.6,3,1,1,74,4,5,1
BM2170,22,5.08,65,-1.64,4,41,8.61,11,160,0,4.78,2,4,0,1,0,1,11.5,3,0,1,82,2,1,1
BM2620,26,6.1,79,1.1,6,53,8.32,1,181,1,0.83,3,4,1,0,0,0,11.0,3,1,1,68,2,5,0
BM2495,3,0.75,9,-1.79,6,3,3.47,3,17,0,1.48,6,12,0,0,0,1,7.1,1,0,1,52,1,4,1
BM2181,8,1.82,20,-0.28,2,23,3.33,6,70,0,2.43,0,7,1,0,1,0,14.3,2,0,3,85,1,1,1
BM2192,8,2.0,29,3.03,26,14,2.48,12,106,0,1.41,4,2,1,1,0,0,14.6,3,1,1,40,2,1,1
BM2189,24,5.47,76,0.49,0,42,9.77,9,120,0,1.01,5,9,0,1,0,0,13.1,3,1,1,67,0,4,1
BM2112,20,4.66,61,0.28,18,42,3.73,5,89,1,0.98,2,11,0,1,0,1,15.5,2,1,1,61,5,5,0
BM2102,5,1.23,15,0.48,30,18,3.3,2,25,0,0.84,0,11,1,1,1,1,16.4,1,1,1,98,1,5,1
BM2414,8,1.7,24,-2.67,54,13,5.99,6,72,1,1.02,4,7,0,1,0,0,11.9,3,1,2,75,0,1,0
BM2190,4,0.95,15,1.44,4,5,2.69,2,0,1,1.7,6,7,0,1,1,1,14.5,1,0,3,66,1,1,0
BM2711,10,2.51,33,0.16,24,18,4.59,5,118,0,1.74,0,11,0,0,1,0,14.3,1,0,3,17,1,2,1
BM2549,11,2.43,36,-2.02,2,25,8.59,1,32,0,2.27,5,7,0,1,0,0,10.5,1,0,3,57,3,5,1
BM2052,12,2.9,35,-2.92,13,22,6.69,3,48,0,2.91,3,6,1,0,1,1,11.9,3,0,3,85,0,1,1
BM2028,5,1.07,14,-0.43,4,14,8.85,8,81,1,2.36,4,8,1,1,0,2,12.1,3,0,2,54,2,2,1
BM2065,12,2.73,39,4.27,1,14,7.29,6,69,0,1.77,1,8,1,0,0,2,16.3,1,1,2,69,3,4,1
BM2611,21,4.95,64,2.35,1,42,6.2,7,113,0,2.56,0,5,1,1,1,0,14.1,1,0,3,63,1,2,1
BM2701,11,2.5,33,-0.68,12,16,14.65,4,86,0,1.28,5,1,1,1,0,1,14.3,3,0,3,31,4,1,1
BM2308,3,0.83,8,-5.61,17,9,5.41,10,24,1,4.59,4,7,1,1,0,0,14.8,1,0,3,61,2,4,0
BM2386,20,4.48,61,5.85,10,43,10.53,2,178,0,0.48,0,11,1,1,0,0,7.4,1,1,1,43,2,5,1
BM2354,15,3.45,46,-1.0,3,32,5.97,1,80,0,0.58,2,9,1,1,0,3,14.8,3,1,3,84,1,3,1
BM2582,10,2.58,35,-2.04,7,21,3.39,6,161,0,1.97,1,9,1,1,0,0,10.4,2,1,2,39,2,2,1
BM2159,5,1.16,18,-0.19,2,5,2.19,10,16,1,6.47,4,2,1,0,0,1,9.9,2,0,3,96,1,5,0
BM2186,10,2.3,35,-2.98,0,24,5.16,1,17,1,2.06,4,3,0,0,0,0,12.0,2,1,2,60,1,4,0
BM2244,9,1.98,32,3.7,13,17,7.75,9,75,0,1.72,0,4,1,1,1,1,12.4,2,0,1,83,0,5,1
BM2624,13,2.89,39,0.89,7,21,2.52,1,131,0,3.31,3,1,1,1,1,1,10.1,2,1,1,76,0,5,1
BM2717,5,1.22,14,-0.67,6,11,5.28,3,86,0,1.26,5,12,1,1,0,0,13.0,2,1,1,86,3,1,1
BM2157,11,2.66,31,-1.28,14,24,3.32,6,153,0,1.12,4,7,1,0,1,0,7.3,3,2,2,97,2,3,1
BM2126,8,1.95,24,-1.33,12,14,9.02,6,53,0,2.06,6,2,1,1,0,0,16.0,2,0,2,58,0,4,0
BM2322,25,5.81,77,1.5,10,43,14.86,2,193,0,0.91,5,2,0,1,1,2,13.3,3,1,3,80,0,1,1
BM2791,11,2.45,29,0.68,14,26,3.49,3,90,0,5.53,5,5,1,0,0,0,9.9,3,1,3,100,1,5,1
BM2212,10,2.28,34,0.6,5,20,7.13,9,37,0,0.26,0,3,0,0,0,0,12.7,2,0,1,48,4,3,1
BM2103,5,0.95,17,-1.48,4,0,4.58,7,39,0,2.91,3,1,1,0,0,0,9.8,1,1,3,65,3,1,1
BM2541,13,2.91,40,-1.92,14,26,4.05,4,122,0,5.09,6,7,1,1,0,1,13.4,3,1,2,36,1,3,1
BM2520,2,0.31,3,-3.18,1,13,7.56,1,80,0,4.68,1,6,1,1,1,1,18.6,2,1,2,77,1,3,1
BM2710,16,3.45,49,1.37,2,33,12.42,3,145,0,2.76,5,2,0,1,0,1,13.6,3,1,2,66,1,1,1
BM2228,6,1.47,23,0.4,17,14,7.22,2,39,0,1.98,2,3,1,0,1,0,13.2,2,2,1,61,3,3,1
BM2732,5,1.13,13,-4.18,37,11,2.45,3,104,1,3.0,3,10,0,1,1,0,11.1,1,2,2,80,0,2,0
BM2182,20,4.58,60,-1.51,12,43,4.35,8,93,0,5.44,4,4,1,0,1,0,10.2,3,1,3,93,1,3,1
BM2557,3,0.66,6,2.25,30,17,4.25,4,63,1,0.98,1,8,1,1,0,0,10.2,2,3,1,59,2,2,0
BM2687,5,0.93,15,-2.01,4,7,3.46,7,22,0,4.23,6,2,1,0,1,1,18.0,2,1,3,100,2,4,1
BM2197,14,3.37,43,-3.25,24,22,5.5,7,97,0,1.55,0,11,1,0,0,0,8.8,3,1,1,48,4,1,1
BM2462,9,2.06,29,-4.22,18,13,8.42,6,71,0,5.27,0,6,1,1,1,0,8.7,3,0,1,64,0,1,0
BM2451,23,5.28,73,-1.54,2,38,11.32,3,256,0,1.42,5,3,1,0,1,2,14.3,1,3,3,54,2,3,1
BM2763,17,3.99,51,-2.41,2,27,6.74,4,92,0,0.92,6,5,0,1,0,0,13.7,2,0,1,59,1,2,1
BM2713,5,1.02,17,-2.3,49,7,3.52,5,71,1,0.5,0,12,1,1,1,0,9.9,1,4,3,47,0,3,0
BM2486,21,4.86,60,-0.53,0,33,8.94,3,141,0,3.85,1,11,1,1,0,1,12.9,1,0,3,93,0,3,1
BM2050,15,3.37,45,1.49,9,30,6.12,2,157,0,5.77,0,5,0,1,0,0,8.3,2,2,1,85,2,1,1
BM2415,9,2.21,28,0.29,1,15,1.78,1,100,0,0.98,1,11,1,1,0,0,14.7,2,4,2,100,0,4,1
BM2366,14,3.3,43,-1.86,5,34,8.69,2,80,0,4.78,6,11,0,1,1,0,11.5,2,1,3,55,2,1,1
BM2534,16,3.56,48,5.85,0,25,9.24,6,122,0,2.81,4,12,0,0,0,2,12.7,1,1,1,32,0,4,1
BM2234,8,1.91,27,-1.75,8,20,13.37,1,67,0,2.71,0,10,0,0,0,0,15.5,3,2,3,60,3,4,1
BM2489,10,2.25,30,-4.16,5,29,2.97,2,70,0,3.91,5,4,1,1,1,0,14.5,1,1,2,70,4,4,1
BM2401,10,2.34,33,-1.98,15,23,4.92,5,62,0,3.17,6,5,1,0,0,0,14.5,3,1,3,67,1,4,1
BM2438,13,2.96,40,0.44,1,27,5.88,8,63,0,3.15,2,2,0,1,1,0,12.1,1,0,3,74,2,2,1
BM2527,10,2.38,34,1.25,4,20,5.91,4,36,0,2.64,0,11,1,1,0,0,12.6,3,0,3,66,1,4,1
BM2368,14,3.31,44,0.29,14,37,3.79,10,140,0,6.7,0,6,1,0,0,0,13.6,2,1,2,73,3,1,1
BM2151,3,0.64,11,0.23,30,7,3.88,4,74,1,4.31,0,7,0,0,0,0,16.2,3,2,2,90,2,4,0
BM2755,4,1.0,11,-4.54,42,12,10.47,8,28,1,2.79,1,9,1,1,1,0,8.5,3,0,2,100,1,2,0
BM2669,8,1.73,24,3.31,4,21,6.79,4,137,0,2.39,3,7,1,1,1,1,13.7,3,0,2,83,2,3,1
BM2029,8,1.77,23,-0.38,17,25,8.57,5,130,0,3.58,4,5,0,1,0,0,10.2,2,0,3,62,3,3,1
BM2238,2,0.49,8,-0.01,25,14,2.8,5,5,0,0.77,2,5,1,0,0,0,12.9,1,0,1,93,0,1,1
BM2754,4,0.81,8,-1.21,8,0,4.45,4,37,0,5.83,2,4,1,1,0,0,12.3,3,0,3,41,1,1,1
BM2323,11,2.76,32,-0.88,5,20,5.15,3,60,0,2.65,5,1,0,1,0,0,8.6,3,1,1,54,1,5,1
BM2745,16,3.72,48,-0.12,5,34,6.66,4,104,0,1.09,1,11,1,0,1,0,6.1,2,1,1,61,2,5,1
BM2675,10,2.15,31,-4.79,13,23,3.45,3,57,0,2.35,1,4,1,1,0,0,17.0,1,0,1,69,2,4,1
BM2379,4,0.8,11,-2.39,3,14,11.26,5,0,1,8.72,4,3,1,0,0,0,10.0,2,1,2,45,1,3,0
BM2558,6,1.37,19,-6.34,2,5,8.03,12,40,1,1.8,3,5,0,0,1,0,7.3,1,1,3,39,2,2,0
BM2515,7,1.66,20,-1.92,1,18,4.09,3,97,0,3.39,4,1,1,0,0,0,16.4,3,1,3,69,3,1,1
BM2030,6,1.11,17,-1.15,9,5,2.92,3,14,0,1.11,3,7,1,0,0,0,11.3,1,0,1,20,3,2,1
BM2776,19,4.38,56,0.25,1,36,5.81,4,178,0,3.1,6,12,1,1,0,1,17.3,3,0,1,43,2,1,1
BM2350,19,4.26,57,2.22,9,36,5.28,2,89,0,2.91,0,2,1,1,0,0,7.8,1,1,3,29,3,3,1
BM2750,12,2.76,37,-1.69,4,26,5.43,1,139,0,2.37,2,12,1,1,0,1,10.1,3,1,3,93,7,3,1
BM2599,5,1.24,17,-1.58,17,14,1.4,2,19,1,0.82,3,11,0,0,0,0,10.2,3,0,1,69,2,4,0
BM2051,10,2.15,28,-0.49,29,16,2.19,3,34,0,4.33,3,11,1,1,1,2,12.8,2,0,2,100,4,4,1
BM2507,5,1.05,15,-2.51,12,7,1.51,1,24,0,3.88,6,5,1,1,1,0,13.9,1,0,1,65,2,3,1
BM2036,7,1.6,20,1.18,19,10,2.97,2,102,1,4.06,0,3,0,0,0,1,7.4,1,0,2,63,2,3,0
BM2078,21,4.89,65,-1.22,1,42,5.68,4,165,0,3.15,1,3,1,1,0,1,16.2,1,0,3,53,1,5,1
BM2013,6,1.16,17,0.04,5,10,5.47,2,55,0,0.66,0,11,0,0,1,0,17.0,3,0,2,71,1,5,1
BM2058,9,2.06,29,1.95,27,23,4.05,3,99,0,2.13,5,1,1,1,0,2,8.6,3,0,2,81,5,5,1
BM2575,10,2.26,32,2.79,2,14,5.21,2,172,0,4.64,5,2,0,0,0,0,10.8,1,0,3,55,2,3,1
BM2233,6,1.44,18,-0.92,13,13,3.52,2,80,0,1.38,0,5,1,1,0,0,9.1,3,0,2,74,3,1,0
BM2607,5,1.3,14,-4.05,4,21,4.43,3,52,0,0.96,5,11,0,0,0,0,12.1,2,1,1,63,0,4,1
BM2684,11,2.4,33,-3.76,5,19,4.11,11,144,1,4.61,6,2,1,1,1,0,10.1,3,0,3,96,2,1,0
BM2412,5,1.03,17,0.45,7,14,4.06,9,0,0,3.2,1,6,1,1,0,0,13.3,1,0,3,82,3,2,1
BM2478,2,0.45,5,3.45,7,11,5.26,7,37,1,1.31,3,6,1,1,0,0,3.6,1,1,2,43,2,5,0
BM2193,9,1.96,30,-1.68,18,17,7.86,1,90,1,3.36,5,5,0,1,1,1,13.8,2,1,1,53,2,4,0
BM2384,5,1.25,17,0.89,15,8,1.82,1,51,1,1.74,4,6,1,0,1,0,10.5,2,1,2,66,1,1,0
BM2404,9,1.98,28,7.6,60,23,2.86,1,90,0,1.04,0,10,0,1,1,0,3.8,2,1,3,44,2,5,0
BM2590,14,3.27,42,-4.4,7,25,18.79,4,118,0,0.16,2,2,1,1,0,1,15.8,2,0,3,62,2,1,1
BM2045,8,1.68,28,-1.75,0,12,7.49,8,100,0,3.44,3,1,1,1,0,0,12.8,2,1,2,71,4,3,1
BM2487,19,4.41,55,0.75,2,42,8.72,8,167,0,0.49,6,12,1,1,1,0,10.4,1,2,2,48,0,2,1
BM2024,10,2.36,30,0.6,1,18,4.79,6,104,0,3.07,1,11,0,0,1,1,11.3,3,2,1,97,3,5,1
BM2471,10,2.02,32,1.4,9,15,6.55,1,105,0,2.24,3,10,0,1,0,0,14.1,2,0,1,94,2,1,1
BM2256,4,1.07,8,4.48,55,13,3.34,3,0,1,5.5,1,3,1,1,0,2,10.2,1,1,3,67,0,2,0
BM2560,23,5.3,70,-4.74,8,48,7.13,2,255,1,1.81,6,7,1,1,0,0,8.2,1,1,3,38,2,4,0
BM2650,18,4.12,52,2.79,2,30,7.34,1,177,0,4.11,2,8,1,1,1,0,12.6,2,0,1,77,4,5,1
BM2741,4,0.91,14,2.23,40,8,5.01,8,52,1,2.66,6,4,0,1,0,0,9.2,1,1,3,53,3,5,0
BM2491,10,2.7,29,-0.4,9,26,2.22,12,82,0,6.11,5,7,1,0,0,1,11.8,3,1,3,57,2,1,1
BM2547,14,3.31,44,-5.18,15,33,12.68,4,198,1,4.36,5,6,0,1,0,1,13.2,2,0,1,82,2,2,0
BM2246,6,1.37,15,-4.19,0,16,3.36,6,0,0,3.12,6,3,0,0,1,1,13.7,1,0,3,39,3,1,1
BM2122,3,0.73,7,0.3,38,4,8.63,6,0,0,3.52,5,3,1,1,1,0,11.0,2,0,1,87,2,3,0
BM2578,11,2.71,35,-2.57,8,18,4.18,1,72,1,7.35,2,9,0,0,1,0,13.4,3,3,1,88,1,5,0
BM2206,8,1.95,22,5.78,16,16,3.54,2,96,0,0.63,1,8,0,0,1,0,16.4,1,0,1,100,2,1,1
BM2176,4,1.14,11,0.16,20,8,6.4,6,107,0,5.41,6,5,1,1,1,1,11.5,2,0,2,45,0,1,1
BM2648,9,2.19,27,0.68,1,16,2.96,4,67,0,4.71,4,12,1,1,1,0,9.1,2,0,1,100,1,1,1
BM2000,6,1.38,17,-2.76,4,10,5.1,6,82,1,4.34,0,11,1,0,0,0,10.2,3,0,1,94,2,2,0
BM2226,19,4.43,59,2.94,1,24,12.24,5,176,0,2.27,1,12,1,1,0,0,16.6,2,1,2,85,5,5,1
BM2758,6,1.21,18,3.05,23,12,4.72,2,27,0,1.11,3,6,1,0,1,0,14.1,1,1,1,65,3,2,1
BM2249,5,1.05,13,0.96,19,10,5.51,5,0,0,2.38,0,3,1,0,0,0,12.0,3,0,1,93,2,4,1
BM2469,15,3.69,46,-1.71,19,34,9.19,1,63,0,5.45,3,3,1,0,0,0,12.0,2,0,1,89,2,3,1
BM2108,5,1.12,13,1.73,20,3,3.25,3,87,0,5.0,0,11,0,1,0,0,17.3,1,0,1,85,3,5,1
BM2426,12,2.88,37,1.46,12,26,3.91,5,131,0,3.61,1,10,0,0,1,0,10.1,2,1,1,56,1,4,1
BM2005,7,1.65,20,-0.46,4,26,2.36,4,86,0,0.55,1,1,0,1,0,0,11.0,3,0,1,59,0,5,1
BM2260,15,3.77,46,-0.88,1,23,4.89,8,189,0,7.11,3,7,0,1,0,1,13.8,2,2,1,70,1,5,1
BM2751,30,7.07,91,-0.0,30,57,6.2,7,245,0,2.25,4,2,1,0,0,0,5.5,2,0,2,46,3,5,1
BM2313,10,2.27,28,1.27,5,17,5.4,2,123,0,3.22,4,2,0,1,0,1,12.9,3,2,1,88,1,3,1
BM2596,12,2.88,31,-1.48,3,12,6.44,6,106,0,6.52,4,6,0,1,0,0,11.5,2,1,3,59,1,5,1
BM2059,5,0.99,15,-0.2,22,6,5.05,7,64,1,1.17,4,8,1,1,1,0,15.5,3,0,1,80,0,5,0
BM2345,11,2.48,34,-2.61,15,18,7.07,12,107,0,4.68,4,9,0,0,0,0,9.4,3,0,1,76,1,2,1
BM2047,15,3.12,44,-0.97,2,26,12.7,5,156,0,1.52,2,12,0,0,1,0,16.8,2,0,3,93,2,5,1
BM2695,5,1.03,15,1.55,10,10,4.47,3,79,1,2.55,4,1,0,1,1,1,15.6,2,2,2,93,1,1,0
BM2302,7,1.81,22,-0.15,27,9,1.91,6,65,0,2.64,6,12,1,0,0,1,13.6,1,0,1,92,2,3,0
BM2642,5,1.17,14,-0.08,8,12,15.27,7,75,0,0.65,0,9,0,0,1,1,11.6,3,0,3,39,1,2,1
